A_1,A_2,A_3,A_4,A_5,A_6,A_7
2.0377,3.9276,5.0039,4.0385,4.4747,3.7729,B
1.9488,3.8421,4.9232,4.0375,4.4399,3.7767,B
1.9859,3.7945,4.7517,4.0473,4.3667,3.7455,B
1.9819,3.8325,4.7309,4.1034,4.2423,3.6545,B
1.9777,3.8771,4.6525,4.1952,4.102,3.6112,B
1.9344,3.9426,4.596,4.2346,4.0165,3.5798,B
1.884,3.9244,4.4049,4.252,4.0491,3.4345,B
1.8386,3.9282,4.2773,4.2192,3.8771,3.4341,B
1.8155,3.8894,4.2588,4.2405,3.8467,3.447,B
1.7613,3.8116,4.195,4.2207,3.9575,3.458,B
1.7611,3.8083,4.0918,4.2014,3.9718,3.4427,B
1.7952,3.805,4.1358,4.21,4.0101,3.4193,B
1.8089,3.7589,4.1318,4.1858,4.0442,3.2111,B
1.7937,3.7046,4.0862,4.1493,4.0949,3.1294,B
1.761,3.6988,4.0991,4.1475,4.1092,3.0139,B
1.7856,3.7312,4.0847,4.1472,4.0593,2.9897,B
1.8138,3.7471,4.0305,4.1065,4.0241,2.9381,B
1.8326,3.7496,3.9717,4.0295,4.0281,2.9969,B
1.8076,3.7681,3.965,4.0036,4.0818,3.0668,B
1.7664,3.7901,3.9467,4.0161,4.1323,3.0827,B
1.7528,3.7972,3.9419,4.0683,4.2082,3.0452,B
1.7983,3.8349,3.8666,4.063,4.2306,2.9072,B
1.8236,3.7943,3.8605,4.0666,4.2705,2.9191,B
1.834,3.7794,3.8657,4.0506,4.2792,3.0378,B
1.9307,3.8326,3.7943,4.0333,4.3121,3.1255,B
1.9901,3.8539,3.7852,4.0314,4.3709,3.1471,B
1.9681,3.897,3.7677,4.0485,4.366,3.1548,B
1.9562,3.9063,3.73,4.0466,4.3761,3.163,B
1.9155,3.9219,3.6528,4.0281,4.4395,3.1757,B
1.9222,3.9714,3.6466,4.0214,4.4416,3.2259,B
1.9972,3.9284,3.64,4.0196,4.4548,3.2328,B
2.0022,3.8866,3.7011,4.0112,4.4698,3.3396,B
2.0076,3.9753,3.8233,4.0196,4.4713,3.3554,B
2.0077,4.0427,3.8377,4.1039,4.5397,3.4288,B
1.9674,4.0456,3.9124,4.1021,4.5732,3.4184,B
2.0062,4.0592,3.8763,4.0494,4.5763,3.4281,B
2.0368,4.03,3.8426,3.9152,4.6936,3.4413,B
2.0508,4.0127,3.8331,3.8706,4.7579,3.4093,B
2.0781,4.0095,3.8334,3.7948,4.7552,3.4185,B
2.0905,3.9994,3.8888,3.8147,4.7626,3.4346,B
2.0841,3.9873,3.8864,3.7463,4.7329,3.451,B
2.0895,4.0431,3.8853,3.7095,4.6819,3.4537,B
2.0561,4.0612,3.8828,3.7618,4.7459,3.4731,B
2.0401,4.0515,3.8431,3.8025,4.7556,3.4985,B
2.0846,4.0406,3.8761,3.8143,4.7874,3.5082,B
2.0695,4.0426,3.8872,3.8353,4.7671,3.4981,B
2.0721,4.036,3.917,3.8529,4.8043,3.535,B
2.0347,4.0472,3.8929,3.8556,4.8098,3.6084,B
2.0133,4.0401,3.9074,3.8623,4.8524,3.6274,B
1.9859,4.0297,3.9183,3.8868,4.8529,3.6219,B
1.9891,4.0246,3.9433,3.8964,4.8801,3.6762,B
2.0295,4.0507,3.9827,3.8815,4.8806,3.6965,B
2.0678,4.1561,4.0051,3.9003,4.8415,3.7331,B
2.0779,4.1443,4.0353,4.0303,4.8553,3.7467,B
2.0689,4.2061,4.059,4.0408,4.8523,3.7336,B
2.0881,4.279,4.0113,4.042,4.8941,3.6651,B
2.0489,4.3218,4.0087,4.0987,4.8749,3.6116,B
1.9824,4.3306,4.0445,4.1765,4.8374,3.5856,B
1.9861,4.3414,4.0497,4.1818,4.858,3.5741,B
1.9829,4.3371,4.0729,4.2393,4.8585,3.5792,B
1.9665,4.334,4.0787,4.2479,4.8222,3.5932,B
1.966,4.3318,4.1915,4.2483,4.8238,3.5594,B
1.8833,4.3564,4.266,4.2589,4.8208,3.5594,B
1.879,4.3425,4.3541,4.2632,4.8219,3.4695,B
1.8856,4.3157,4.3477,4.2105,4.8423,3.4474,B
1.9128,4.3097,4.4483,4.141,4.8219,3.3967,B
1.9138,4.3332,4.4933,4.1469,4.8565,3.4516,B
1.8876,4.3677,4.5626,4.1318,4.8691,3.4482,B
1.8417,4.3576,4.699,4.1403,4.7842,3.4495,B
1.8458,4.3536,4.7505,4.1629,4.7912,3.4615,B
1.8139,4.4082,4.8263,4.1902,4.8634,3.4435,B
1.8212,4.4316,4.9901,4.2127,4.8555,3.4073,B
1.8907,4.4533,5.1054,4.2068,4.9238,3.3907,B
1.9287,4.4525,5.1849,4.2494,4.9786,3.4359,B
1.9244,4.4333,5.2414,4.2181,4.9154,3.4244,B
1.9131,4.4541,5.2789,4.2694,4.927,3.4062,B
1.8885,4.4651,5.3134,4.3153,4.9055,3.3888,B
1.8999,4.4747,5.3588,4.3365,4.924,3.3928,B
1.9193,4.5166,5.4439,4.3065,4.957,3.446,B
1.9408,4.4861,5.5295,4.3063,4.9605,3.403,B
1.9721,4.4905,5.5516,4.3234,4.9357,3.3991,B
2.0281,4.5031,5.5815,4.3136,4.9421,3.383,B
2.0481,4.5102,5.5817,4.3282,4.8961,3.3374,B
2.0024,4.4874,5.5667,4.3503,4.8818,3.4095,B
1.9758,4.443,5.5642,4.3223,4.8971,3.3967,B
1.932,4.5054,5.5746,4.2486,4.8719,3.3837,B
1.9307,4.5068,5.5773,4.2487,4.8449,3.3772,B
1.9118,4.4438,5.5928,4.2388,4.7893,3.3794,B
1.8662,4.4494,5.6029,4.1906,4.7846,3.355,B
1.8844,4.4389,5.6028,4.147,4.7849,3.3755,B
1.9025,4.4339,5.6116,4.1339,4.7533,3.4811,B
1.9825,4.4866,5.6356,4.084,4.7398,3.5467,B
1.981,4.5188,5.6449,4.1598,4.7341,3.5399,B
1.9481,4.5946,5.6855,4.1921,4.7429,3.549,B
1.9445,4.6009,5.7317,4.1788,4.7613,3.64,B
2.0034,4.6516,5.737,4.2304,4.7493,3.7107,B
2.0358,4.6408,5.762,4.2262,4.7254,3.732,B
1.9934,4.6267,5.7486,4.2254,4.698,3.6997,B
1.9775,4.6142,5.7976,4.2187,4.6303,3.6544,B
1.956,4.5693,5.8473,4.2807,4.6268,3.6568,B
1.9656,4.5895,5.844,4.2922,4.61,3.6446,B
2.0197,4.5744,5.8584,4.2978,4.5723,3.6401,B
2.0232,4.5498,5.8375,4.2736,4.5395,3.6446,B
2.0576,4.6219,5.8006,4.2504,4.5468,3.6521,B
2.0371,4.6178,5.7567,4.2657,4.466,3.6573,B
2.0106,4.6154,5.7428,4.2435,4.3756,3.6428,B
2.037,4.628,5.7373,4.2759,4.4588,3.6377,B
2.0427,4.6151,5.7127,4.2259,4.4439,3.6559,B
2.0335,4.6146,5.7073,4.1926,4.4223,3.6762,B
2.0229,4.6195,5.6961,4.1999,4.4087,3.7398,B
2.0063,4.5801,5.6236,4.1948,4.2712,3.69,B
2.0426,4.5755,5.5552,4.2207,4.2688,3.7129,B
2.0355,4.5695,5.5461,4.2072,4.27,3.731,B
1.9876,4.5599,5.5113,4.2294,4.2523,3.724,B
2.0246,4.5662,5.506,4.2828,4.2472,3.6875,B
2.097,4.5673,5.5104,4.3088,4.2534,3.6065,B
2.1152,4.543,5.5068,4.2982,4.2431,3.5927,B
2.1176,4.4753,5.4918,4.3022,4.2681,3.5795,B
2.1104,4.4235,5.4859,4.29,4.2999,3.598,B
2.099,4.4234,5.4731,4.2793,4.3123,3.6158,B
2.0909,4.3879,5.4629,4.2855,4.3458,3.616,B
2.091,4.3912,5.4568,4.289,4.3975,3.6087,B
2.1095,4.345,5.4508,4.2871,4.4052,3.5185,B
2.0688,4.2812,5.4144,4.3085,4.3757,3.4567,B
2.0742,4.3059,5.4155,4.2711,4.3863,3.4593,B
2.0753,4.1625,5.3588,4.2982,4.3854,3.4452,B
2.1236,4.1844,5.3068,4.3068,4.3527,3.3883,B
2.0807,4.1089,5.2662,4.2426,4.3486,3.3073,B
2.0318,4.0917,5.2468,4.2587,4.3706,3.3083,B
2.0288,4.0914,5.2553,4.2506,4.3893,3.3513,B
2.044,4.0925,5.1422,4.24,4.3958,3.3671,B
2.0326,4.1126,5.0463,4.1929,4.3857,3.4355,B
2.0299,4.0718,4.9781,4.2089,4.3922,3.5186,B
2.0388,4.0703,4.9139,4.1906,4.3785,3.5378,B
2.1433,4.0492,4.9514,4.193,4.3179,3.6129,B
2.1047,3.8894,4.8928,4.1954,4.3122,3.608,B
2.0769,3.8986,4.8686,4.1948,4.3039,3.6018,B
2.1605,3.8608,4.8069,4.2192,4.3163,3.6007,B
2.1831,3.958,4.7431,4.2638,4.4168,3.6288,B
2.1825,4.0561,4.7397,4.2354,4.4368,3.7085,B
2.1876,4.065,4.6955,4.2178,4.4767,3.8669,B
2.2032,4.0501,4.63,4.1798,4.5034,3.9065,B
2.2294,4.0446,4.6479,4.1706,4.5331,3.9263,B
2.203,4.0479,4.6483,4.147,4.5236,3.8855,B
2.1914,4.0598,4.5888,4.1846,4.5112,3.8588,B
2.1879,4.0669,4.5951,4.1932,4.5452,3.8627,B
2.1282,4.1071,4.6012,4.134,4.5579,3.8785,B
2.0502,4.1398,4.6129,4.1726,4.5528,3.8904,B
2.0167,4.1539,4.6295,4.2089,4.5512,3.9024,B
2.0049,4.2323,4.6405,4.2024,4.5528,3.8975,B
2.0044,4.2685,4.6352,4.2405,4.5598,3.9129,B
2.0038,4.2681,4.6859,4.3304,4.5728,3.8978,B
2.015,4.2366,4.6963,4.4035,4.5883,3.9066,B
1.9919,4.2226,4.7207,4.3852,4.5672,3.908,B
1.9525,4.2211,4.7437,4.4322,4.5538,3.9292,B
1.9531,4.2179,4.747,4.4019,4.5961,3.9323,B
1.977,4.1176,4.7065,4.3744,4.5924,3.918,B
2.0229,4.152,4.6511,4.3314,4.591,3.9203,B
2.006,4.1131,4.5966,4.3068,4.5915,3.9046,B
1.9942,4.1092,4.6072,4.3153,4.6081,3.8965,B
1.9962,4.1243,4.5173,4.3427,4.6275,3.9544,B
1.9943,4.1314,4.478,4.3958,4.6024,3.9618,B
1.9678,4.1095,4.5083,4.3844,4.591,3.9792,B
1.9752,4.1588,4.4503,4.4023,4.6039,3.9382,B
1.9951,4.1715,4.4172,4.4188,4.6124,3.8818,B
1.9261,4.1934,4.4077,4.4247,4.6337,3.8904,B
1.8033,4.252,4.3945,4.5623,4.6793,3.8352,B
1.791,4.2521,4.4808,4.5866,4.7679,3.8733,B
1.7868,4.2534,4.5029,4.6309,4.7841,3.8733,B
1.6333,4.2911,4.6111,4.6492,4.867,3.8658,B
1.5553,4.3476,4.83,4.6816,4.7575,3.8477,B
1.5408,4.2894,4.905,4.7997,4.8716,3.8089,B
1.4858,4.2844,4.9343,4.806,4.9978,3.6935,B
1.4479,4.3391,4.9454,4.8301,5.0133,3.5979,B
1.4336,4.3439,4.9783,4.8369,5.0595,3.5731,B
1.4805,4.361,5.0183,4.8509,5.0766,3.5684,B
1.5912,4.3675,5.0611,4.8595,5.0739,3.5741,B
1.5934,4.3987,5.0817,4.8924,5.0533,3.5768,B
1.666,4.3571,5.0918,4.918,5.0549,3.5676,B
1.8333,4.3806,5.109,4.9166,5.0539,3.5723,B
1.9191,4.3767,5.1204,4.8952,5.0608,3.5483,B
1.9383,4.3109,5.1686,4.8815,5.0659,3.551,B
1.9475,4.2798,5.187,4.8968,5.0604,3.5361,B
1.9453,4.2826,5.1973,4.9027,5.0866,3.5853,B
1.9801,4.3074,5.2876,4.8641,5.0916,3.576,B
2.0233,4.3525,5.2957,4.8784,5.0896,3.6202,B
2.0401,4.3569,5.3331,4.8523,5.0869,3.6412,B
2.0382,4.3581,5.3573,4.9001,5.0968,3.6706,B
2.008,4.3759,5.3987,4.9056,5.0997,3.6826,B
1.9786,4.3508,5.4105,4.9031,5.1052,3.7729,B
1.9601,4.3411,5.3999,4.9035,5.1071,3.7761,B
1.9988,4.3669,5.385,4.9095,5.1036,3.8151,B
2.0588,4.3521,5.3825,4.9009,5.0919,3.7362,B
2.1061,4.329,5.3725,4.866,5.0931,3.7174,B
2.1635,4.3366,5.3462,4.889,5.1448,3.699,B
2.1892,4.2814,5.3279,4.87,5.1658,3.6963,B
2.1592,4.2718,5.3308,4.8664,5.1604,3.7129,B
2.1578,4.2794,5.3293,4.8786,5.1447,3.738,B
2.1522,4.2261,5.296,4.7806,5.1052,3.7897,B
2.1573,4.2421,5.2374,4.7831,5.0289,3.7491,B
2.1545,4.237,5.2251,4.7337,4.9991,3.7939,B
2.1572,4.2185,5.17,4.7227,4.9214,3.84,B
2.1677,4.0723,5.0047,4.6668,4.9192,3.8675,B
2.2098,4.0555,4.9425,4.5651,4.7724,3.8309,B
2.2131,4.0571,4.9216,4.5678,4.5704,3.8107,B
2.2099,3.9917,4.9219,4.5399,4.4968,3.8388,B
2.193,4.0219,4.8892,4.532,4.4517,3.8319,B
2.1642,4.045,4.835,4.5097,4.4349,3.8283,B
2.1028,4.0937,4.7852,4.4778,4.426,3.8354,B
2.0969,4.1602,4.7585,4.4506,4.4287,3.8578,B
2.0535,4.2346,4.7325,4.4456,4.4908,3.8755,B
1.9261,4.247,4.6958,4.4071,4.5401,3.8656,B
1.8511,4.2707,4.6605,4.4288,4.5555,3.8694,B
1.8444,4.3075,4.5905,4.4699,4.5713,3.8821,B
1.8551,4.308,4.5718,4.4334,4.5701,3.9433,B
1.8728,4.3092,4.5373,4.3735,4.5264,3.9368,B
1.8557,4.3582,4.308,4.4103,4.5428,3.952,B
1.8108,4.3618,4.3039,4.4859,4.5286,3.9312,B
1.8636,4.3684,4.1766,4.5664,4.6672,3.9313,B
1.9035,4.3598,4.2085,4.5521,4.709,3.8999,B
1.9098,4.345,4.1088,4.5755,4.8256,3.8894,B
1.9296,4.3364,4.1445,4.6267,4.8459,3.8143,B
1.9662,4.355,4.2542,4.659,4.8947,3.8783,B
1.9191,4.3269,4.2626,4.6677,5.0164,3.8698,B
1.8437,4.3651,4.279,4.6535,5.0557,3.8653,B
1.7799,4.4121,4.2764,4.6976,5.0992,3.8523,B
1.7012,4.4111,4.283,4.6742,5.0811,3.8367,B
1.6495,4.4626,4.2884,4.6742,5.0979,3.8479,B
1.6686,4.4844,4.3019,4.6764,5.1057,3.8383,B
1.661,4.4682,4.3121,4.6763,5.1152,3.7839,B
1.7453,4.4616,4.3567,4.681,5.1132,3.7314,B
1.7533,4.5007,4.3971,4.6723,5.116,3.7714,B
1.7509,4.5094,4.4141,4.6755,5.1284,3.7311,B
1.7554,4.5059,4.3978,4.6482,5.1227,3.6682,B
1.8177,4.4973,4.3994,4.6279,5.1924,3.6614,B
1.7893,4.5032,4.4588,4.6216,5.2412,3.6585,B
1.7944,4.4952,4.4662,4.6361,5.2532,3.6124,B
1.8099,4.4842,4.468,4.6305,5.2593,3.5469,B
1.8176,4.4733,4.4284,4.6584,5.2558,3.5307,B
1.8101,4.4439,4.4317,4.6815,5.2536,3.5505,B
1.8181,4.4014,4.4541,4.6817,5.2601,3.5338,B
1.8357,4.3175,4.4849,4.6576,5.3102,3.4857,B
1.8685,4.2653,4.4882,4.6155,5.2947,3.4335,B
1.9275,4.1899,4.5055,4.6217,5.2885,3.4214,B
1.9983,4.1478,4.5222,4.5935,5.291,3.5185,B
2.042,4.1032,4.4998,4.5749,5.2946,3.4986,B
2.0814,4.1065,4.5763,4.5811,5.3126,3.3894,B
2.0734,4.1058,4.6143,4.5674,5.3165,3.3515,B
2.0699,4.0073,4.6645,4.5262,5.2921,3.3298,B
2.0699,3.9494,4.6931,4.4355,5.3016,3.3144,B
2.0075,3.9894,4.717,4.3295,5.2288,3.3513,B
1.945,4.0063,4.6765,4.2611,5.1854,3.4999,B
1.9416,4.0863,4.7482,4.2695,5.1161,3.5291,B
1.9028,4.1386,4.775,4.2108,5.0974,3.5673,B
1.8695,4.1932,4.7636,4.2848,5.0931,3.4526,B
1.8866,4.2057,4.7681,4.2932,5.0041,3.4182,B
1.8882,4.1741,4.7699,4.2788,4.9621,3.4483,B
1.9429,4.1412,4.7881,4.3274,4.9384,3.4689,B
1.9682,4.1359,4.7845,4.3747,4.9301,3.5102,B
2.107,4.0794,4.7948,4.4043,4.8729,3.569,B
2.1159,4.0975,4.7931,4.3833,4.8621,3.6181,B
2.1149,4.0989,4.8472,4.344,4.843,3.6751,B
2.0628,4.1817,4.9026,4.3946,4.8758,3.6859,B
2.0478,4.1848,4.9572,4.4307,4.8725,3.6807,B
2.0596,4.1616,5.0187,4.4495,4.8746,3.7348,B
2.0822,4.1433,5.0498,4.4902,4.8725,3.7946,B
2.0542,4.1552,5.0623,4.5029,4.7878,3.7805,B
2.0717,4.1661,5.0291,4.5231,4.7099,3.7838,B
2.1292,4.1605,5.016,4.5022,4.6802,3.7858,B
2.1406,4.213,5.0346,4.556,4.6738,3.8065,B
2.1586,4.2913,5.051,4.57,4.6647,3.8393,B
2.1614,4.3221,5.0663,4.5648,4.6731,3.8521,B
2.1942,4.3372,5.0637,4.6002,4.68,3.9513,B
2.2436,4.3394,5.0799,4.6143,4.579,4.0102,B
2.2231,4.3376,5.1164,4.6266,4.5579,4.0208,B
2.1809,4.3524,5.1232,4.609,4.5447,4.0343,B
2.1175,4.3588,5.1729,4.6464,4.5057,3.9855,B
2.072,4.3519,5.2004,4.6784,4.4707,3.9967,B
2.054,4.3578,5.1613,4.6741,4.4526,3.9903,B
2.0712,4.3658,5.1153,4.6944,4.4236,4.0543,B
2.0542,4.3712,5.0876,4.7096,4.4111,4.0929,B
2.0753,4.5051,5.0394,4.7142,4.3805,4.1233,B
2.0935,4.5607,5.015,4.7701,4.3917,4.1295,B
2.0942,4.5616,5.0002,4.8243,4.4004,4.05,B
2.0952,4.53,4.929,4.8695,4.3698,4.0643,B
2.1351,4.5196,4.8689,4.8603,4.3517,4.0448,B
2.122,4.4555,4.8196,4.8097,4.2723,4.0802,B
2.111,4.4575,4.8111,4.7917,4.2361,4.1052,B
2.1417,4.4434,4.8015,4.793,4.2994,4.1147,B
2.1205,4.4328,4.7893,4.7424,4.2615,4.1068,B
2.0985,4.4392,4.7931,4.7254,4.1973,4.085,B
1.9596,4.4209,4.7998,4.7084,4.1822,4.0703,B
1.94,4.3835,4.7943,4.6986,4.1748,4.0438,B
1.9496,4.3859,4.7295,4.6988,4.1575,4.0094,B
1.964,4.3204,4.637,4.6591,4.0962,4.0085,B
2.0076,4.2635,4.5296,4.627,4.1249,4.0005,B
2.0221,4.3093,4.4126,4.6115,4.1327,3.9494,B
2.0689,4.3398,4.3862,4.586,4.1573,3.9508,B
2.1212,4.3782,4.4045,4.6852,4.1357,3.985,B
2.0954,4.3724,4.4543,4.6472,4.172,3.998,B
2.0304,4.379,4.4819,4.7027,4.2326,4.0149,B
2.0142,4.3559,4.4829,4.6889,4.2468,4.0371,B
1.996,4.281,4.4609,4.6752,4.1851,4.0257,B
2.0046,4.2589,4.4182,4.6735,4.1666,4.0532,B
1.9556,4.235,4.4108,4.6446,4.2241,4.0021,B
1.9039,4.2345,4.3492,4.6238,4.2514,3.9634,B
1.9048,4.2124,4.2918,4.6292,4.2502,3.9987,B
1.9291,4.2351,4.2482,4.6194,4.2468,4.0404,B
1.9504,4.2443,4.0901,4.5852,4.3,4.0483,B
1.9573,4.2482,4.0429,4.547,4.2946,4.0365,B
1.929,4.2413,4.0296,4.5607,4.2545,4.034,B
1.9703,4.233,4.061,4.5234,4.2685,3.9778,B
1.9999,4.2359,4.1373,4.4983,4.3009,3.9235,B
1.9717,4.0391,4.1773,4.5034,4.3326,3.8798,B
1.9692,3.8823,4.2628,4.4343,4.3559,3.8112,B
2.0214,3.9035,4.2629,4.4198,4.3329,3.8086,B
2.06,3.9319,4.2859,4.2966,4.3373,3.7636,B
2.0155,3.909,4.3131,4.3161,4.3679,3.7613,B
2.0247,3.8945,4.3452,4.3454,4.3758,3.7312,B
2.0232,3.88,4.4139,4.3478,4.4383,3.6993,B
2.03,3.9089,4.44,4.3608,4.3933,3.6772,B
2.0221,3.9029,4.4882,4.3321,4.3829,3.6648,B
2.0359,3.9014,4.5682,4.3319,4.3836,3.6986,B
2.0363,3.9092,4.578,4.3345,4.3833,3.696,B
2.0359,3.9071,4.5905,4.3952,4.3843,3.7312,B
2.0198,3.8839,4.6045,4.397,4.4091,3.7337,B
1.9929,3.8724,4.6133,4.4235,4.416,3.7252,B
1.9587,3.851,4.6756,4.4202,4.5098,3.7103,B
1.9672,3.7572,4.7308,4.4096,4.4938,3.7166,B
1.9108,3.7413,4.7282,4.3851,4.49,3.6474,B
1.8084,3.6639,4.7682,4.2264,4.4837,3.595,B
1.8222,3.6405,4.7472,4.2283,4.4574,3.5711,B
1.8481,3.7245,4.7431,4.1372,4.4156,3.5598,B
1.8477,3.7887,4.7407,4.1385,4.4244,3.5406,B
1.8976,3.7807,4.7549,4.0906,4.4259,3.5632,B
1.8898,3.7674,4.9008,4.0863,4.444,3.5311,B
1.95,3.7687,4.9669,4.0556,4.4023,3.4908,B
1.9422,3.8378,5.0694,4.0901,4.3739,3.4551,B
1.9701,4.0015,5.1241,4.1069,4.3847,3.3795,B
1.9842,4.0117,5.1416,4.1828,4.3618,3.2889,B
1.9718,4.0001,5.1716,4.2589,4.3087,3.2404,B
1.9634,4.0251,5.1663,4.2606,4.3068,3.2346,B
1.9823,4.0247,5.2028,4.2619,4.3346,3.2515,B
1.987,4.0176,5.2098,4.2848,4.3963,3.3032,B
2.0137,3.9963,5.199,4.2919,4.3652,3.3309,B
2.0159,4.0348,5.2006,4.2942,4.3602,3.4094,B
2.0713,4.0617,5.1729,4.372,4.3071,3.4283,B
2.0558,4.0246,5.1787,4.2968,4.3124,3.4298,B
2.0226,4.0267,5.1896,4.3057,4.2976,3.4638,B
2.0929,4.1406,5.1892,4.3036,4.3131,3.4595,B
2.1502,4.2161,5.2356,4.2626,4.3325,3.4647,B
2.1842,4.3361,5.2323,4.2888,4.2373,3.5166,B
2.1829,4.3268,5.2304,4.2927,4.2048,3.5373,B
2.1756,4.3481,5.2194,4.3047,4.1973,3.562,B
2.1612,4.3494,5.1908,4.3036,4.196,3.5317,B
2.1753,4.3472,5.2634,4.3544,4.2172,3.4858,B
2.1739,4.3857,5.2869,4.3306,4.2999,3.4569,B
2.176,4.4175,5.3156,4.3277,4.3579,3.4632,B
2.182,4.4223,5.3386,4.368,4.3934,3.5379,B
2.1736,4.431,5.3195,4.3956,4.3113,3.5494,B
2.1449,4.4566,5.298,4.4141,4.358,3.5737,B
2.1248,4.5209,5.3126,4.4658,4.3554,3.5895,B
2.1344,4.5298,5.3184,4.4588,4.3542,3.5886,B
2.168,4.5265,5.3137,4.4813,4.3642,3.5886,B
2.1624,4.4858,5.3274,4.4712,4.3863,3.5691,B
2.1558,4.4373,5.3322,4.497,4.349,3.5606,B
2.1285,4.4525,5.3432,4.5153,4.3405,3.5422,B
2.1222,4.4949,5.2737,4.509,4.3237,3.5013,B
2.0764,4.5262,5.2457,4.5141,4.3058,3.595,B
2.0655,4.6423,5.1793,4.4892,4.3094,3.6679,B
2.0647,4.6096,5.1209,4.4565,4.3341,3.6967,B
2.0227,4.5865,5.1241,4.4505,4.4575,3.6823,B
2.0224,4.6697,5.1391,4.4516,4.4719,3.6978,B
2.0288,4.7084,5.132,4.4421,4.4835,3.7519,B
2.0302,4.7144,5.1149,4.4374,4.5087,3.7809,B
1.9627,4.7194,5.1513,4.4217,4.5151,3.7401,B
1.9132,4.7204,5.1595,4.4275,4.5046,3.7457,B
1.9488,4.7056,5.1489,4.4096,4.5112,3.7002,B
1.877,4.699,5.1374,4.3313,4.5336,3.704,B
1.8389,4.7101,5.1341,4.3274,4.5234,3.7049,B
1.8293,4.7103,5.1562,4.3244,4.5233,3.6935,B
1.7435,4.6816,5.1579,4.3038,4.5007,3.7149,B
1.6251,4.6577,5.1208,4.2969,4.4797,3.7282,B
1.5742,4.6269,5.1545,4.2835,4.5377,3.704,B
1.5418,4.667,5.1814,4.3041,4.5974,3.6829,B
1.547,4.6544,5.1733,4.3693,4.6019,3.6669,B
1.5247,4.6486,5.1736,4.4087,4.5982,3.663,B
1.545,4.6648,5.0941,4.3497,4.5941,3.7058,B
1.6486,4.6428,5.0573,4.3444,4.6186,3.719,B
1.6605,4.6249,5.0343,4.4064,4.6246,3.7243,B
1.6872,4.6279,5.0364,4.4468,4.5893,3.7312,B
1.6896,4.63,5.0278,4.4719,4.5607,3.7272,B
1.7,4.6202,5.034,4.5193,4.5784,3.7373,B
1.7019,4.5514,5.0295,4.4966,4.6149,3.7281,B
1.6821,4.5667,4.9981,4.5179,4.6235,3.7674,B
1.6191,4.5697,5.0276,4.5183,4.6299,3.7624,B
1.5994,4.6265,4.9942,4.5513,4.6165,3.7642,B
1.5993,4.6739,4.9871,4.4945,4.6453,3.7378,B
1.5551,4.7181,4.9568,4.4945,4.6528,3.7515,B
1.5579,4.8181,4.9406,4.5086,4.6521,3.7969,B
1.5673,4.8044,4.9298,4.5348,4.6983,3.7152,B
1.5676,4.6695,4.8971,4.5263,4.7702,3.6568,B
1.5975,4.6244,4.8965,4.5332,4.7747,3.6105,B
1.6334,4.6109,4.876,4.5088,4.7077,3.6053,B
1.6459,4.5185,4.8397,4.4938,4.6908,3.5866,B
1.6543,4.4521,4.8495,4.5086,4.6697,3.5733,B
1.6211,4.4468,4.8133,4.4835,4.6419,3.5496,B
1.6264,4.4728,4.7918,4.4872,4.6093,3.6038,B
1.6162,4.4768,4.7785,4.5148,4.6393,3.6326,B
1.5648,4.4704,4.7709,4.5238,4.6279,3.6447,B
1.5529,4.4706,4.7979,4.5473,4.6544,3.6722,B
1.5609,4.4874,4.8069,4.5594,4.6608,3.7759,B
1.5869,4.4543,4.7494,4.5846,4.672,3.807,B
1.6311,4.4321,4.7282,4.6772,4.6725,3.7969,B
1.7797,4.458,4.6901,4.7644,4.6695,3.7571,B
1.8175,4.3806,4.5836,4.7676,4.6573,3.7426,B
1.8322,4.3499,4.514,4.7745,4.6598,3.7674,B
1.8422,4.372,4.4987,4.7791,4.6566,3.7915,B
1.8533,4.4015,4.4918,4.7549,4.6759,3.8015,B
1.826,4.3867,4.4797,4.7931,4.7159,3.802,B
1.8158,4.4412,4.4726,4.778,4.642,3.7701,B
1.9233,4.4584,4.4551,4.7836,4.6217,3.8071,B
2.0133,4.4464,4.4058,4.763,4.6222,3.782,B
2.0255,4.437,4.3856,4.7422,4.6537,3.8427,B
2.0213,4.433,4.3468,4.6977,4.6243,3.8084,B
2.0214,4.4261,4.2868,4.6999,4.6245,3.8468,B
2.025,4.3876,4.2613,4.7454,4.612,3.8432,B
2.0052,4.4252,4.242,4.769,4.6206,3.8547,B
2.0332,4.3868,4.33,4.7647,4.629,3.8809,B
2.072,4.365,4.2668,4.7845,4.6033,3.9536,B
2.0853,4.2804,4.3777,4.7805,4.6836,4.0135,B
2.0907,4.0465,4.4143,4.8146,4.7226,3.9985,B
2.0763,4.0287,4.3774,4.8384,4.7102,4.0526,B
2.0735,4.0581,4.4133,4.8491,4.771,4.0664,B
2.0792,4.0603,4.4008,4.8702,4.7501,4.0714,B
2.058,4.0743,4.3927,4.9356,4.7377,4.1054,B
2.0526,4.1032,4.3895,4.9519,4.7395,4.1255,B
2.0392,4.1177,4.421,4.9475,4.7527,4.1063,B
2.0788,4.1398,4.4278,4.9694,4.7524,4.1025,B
2.0858,4.1139,4.4075,4.9657,4.7191,4.0705,B
2.0966,4.1641,4.376,4.9497,4.709,4.059,B
2.1665,4.1742,4.3861,4.9474,4.7178,4.0794,B
2.2085,4.2351,4.3533,4.9304,4.6779,4.0664,B
2.2254,4.2392,4.3308,4.92,4.6706,4.0314,B
